alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,class_0,class_1,class_2
13.267112026456111,3.185387789445669,2.253535879762308,17.862000800644775,128.49735060589467,3.0798739160810076,3.034719139270675,0.22097038634906635,0.7814696696269191,3.0364430674131433,0.8869760067292669,3.6229922251797233,1302.6368459583696,True,False,False
13.884477778984476,2.132365309505573,2.164925370063075,15.040050167653845,127.55433048753393,3.0973864880586044,1.841065535766464,0.18703647582451546,1.475280024074822,3.158044966488456,1.045780604201737,3.1851787680813737,1169.3648183419323,True,False,False
13.87571544534973,2.519509051622566,2.1579976083590777,17.17728378687476,127.5285489483735,3.059237414009149,3.5105054067309895,0.18363244192338346,1.822915074017684,7.8240243906489635,0.7165408472021646,2.842549338457375,1366.935146074563,True,False,False
12.791088437423474,1.8979950956404505,2.0772723173259537,24.483939430887382,84.7325562801289,1.3879794068839855,3.058116609354479,0.5021013084511551,2.073848681737276,2.5334456356532864,1.212992361049682,3.123046187583909,427.88484966805396,False,True,False
11.983455579063163,3.0536083616068774,1.9930567914308108,23.383635337908014,84.60314710095696,1.892699458155477,1.1406831579762953,0.5224714114757745,1.056661696218278,2.6424790588087546,1.2940658524216628,1.8368460330825451,655.8668869413947,False,True,False
12.555894213142668,2.114574516500872,1.9224144522910742,24.290088485123153,93.26327525094936,1.7762589890225873,2.348280386535307,0.5499002498721796,2.1392697840591843,2.5577674160530894,1.1689946100316444,2.199268308632483,500.9560813102797,False,True,False
11.657790390035316,3.04506547147756,1.9440307967553314,25.077758162398666,88.30077577572791,2.276087102953783,3.284053875131387,0.5611361810061564,0.8517324229430173,2.750960567602973,1.2260738725397864,3.496475697410422,410.68993950463374,False,True,False
12.432367234481195,1.2595912817541122,1.972711664648689,24.61467704135959,93.35956384478789,1.490745819946596,1.3909821623845726,0.5614683818717788,1.6823577836505805,3.5653189176010445,0.9796191228004395,1.5948433038990373,522.0679715220731,False,True,False
12.494483439879124,1.3906234966263198,2.1024257356443554,24.112847251132905,85.2729348902001,1.7642521251191496,1.5478775288000652,0.3109930595563485,1.0159142314492584,2.6075626707432176,1.3335948737430137,2.0510732265685334,406.856593420486,False,True,False
11.67596869407945,4.486872617252781,1.9634821341971116,25.231456968058595,87.01553015157985,1.471680133096751,2.3749818928590987,0.39549301808610593,2.2048359211222173,3.1573407271654617,1.3446056105104267,2.7209537038300846,751.1365487011533,False,True,False
12.252036681813388,2.0613087385576248,1.9434945551389857,24.197485252575916,85.87617040645465,1.3618341139897805,1.934898990785054,0.54258528691692,2.206325188490892,2.7940361614603364,0.6464831877016647,1.5617523603164447,395.05425472509745,False,True,False
12.47646252482448,1.6100988648848,1.9639919290966976,24.167293000344323,104.52737740572618,1.7855753211126464,1.0877425165307142,0.5477000147061778,1.3412249959865916,2.498149538407261,1.2552432901198964,1.785416010807951,573.6402003346542,False,True,False
12.60234883563192,1.2671354718551961,2.1026791472078816,24.16963897782564,85.78189440362645,1.7972925658090735,1.729845372614481,0.5143212080007321,2.2994746189991373,3.14161057020693,1.1872017927234682,2.213439997008743,544.9823249936993,False,True,False
12.725362421215362,2.2057596649088698,2.0412437016397833,21.81921505371157,93.50756883158937,1.5255124087507497,1.9276058634797721,0.5591151177548551,2.108126350022614,2.4745785184698015,1.3084950937818416,2.9184094775356577,467.3458438714863,False,True,False
12.058047441974795,4.649488008025364,2.001207380018166,22.122563502311102,85.42640852236002,1.6080922322778373,0.7023133839351522,0.4876983160028996,1.1006541301384605,3.6775211653459916,1.273508428010535,3.14638065063221,392.76079112771873,False,True,False
12.137737957017672,2.1021138087346363,2.1522716833825704,24.829940184019733,88.36597208739738,1.5321037499154915,1.6067198519183667,0.5680313452753182,2.242854403600475,3.674144960679547,1.246649504279787,3.4059192624886405,861.772846806628,False,True,False
12.681824287955921,1.6205164628734885,2.0435054425145274,23.00126266558147,94.34545236550262,1.4594069619724575,1.7290964420649457,0.5156371601676313,2.2285940888952287,2.5565762844306774,1.1421914638398407,3.546407689162769,408.06810862660944,False,True,False
13.48937275700082,1.5499718988709872,1.967307053961326,21.74357750286746,90.65485931412299,1.3930603179984589,2.2679068354320124,0.520224229988712,1.0851681050235684,3.0672504373053364,1.2575616553572035,1.8772834747985359,454.90217255436215,False,True,False
11.951150869497905,3.076406347072091,2.1440648084397553,24.06319566372842,89.14939619482637,1.7711037300198051,1.2506408013366503,0.4968119502144328,1.907716234017656,2.892886323448541,1.2290952918755522,1.9553982021048442,588.9101415815653,False,True,False
12.045791632321498,3.5975155959846408,1.9690032862205369,24.506284101136092,88.38582228289,1.7002019731101157,2.4845279540282066,0.308715927764564,2.4849699095623734,2.4619015188568203,1.1609362854725918,2.76331658263416,420.38072403496,False,True,False
11.82604512199168,1.8956581746765986,2.031418418487785,23.815898071920795,86.787513811157,1.7575102867038592,1.1290316917930783,0.296374976087428,1.3399083054344036,3.2733065500909486,1.1726739426046324,1.66965154138862,416.02269697490124,False,True,False
11.985229862403981,4.2435685398107905,2.071212313401899,25.12396940775311,106.94053009251014,1.8229915605062974,2.416880921392206,0.5392753798697243,1.8563034293305076,2.824709335568107,1.3391567976494898,1.7718904151900454,408.7519493175647,False,True,False
12.063860842185635,1.5366436624995514,2.0301313679849127,23.972572606018566,86.70645496777468,1.8954298515698285,2.0288722183321886,0.5483717716536756,0.7967918692582261,3.290090646700744,0.8400495421349279,1.729890101955905,639.8626787813521,False,True,False
12.529017172732797,1.5065543191028195,2.002117993138215,24.791584907216986,87.3597904581839,1.9541810069808907,1.9671522560467374,0.5654195747493007,2.2521212001437667,4.465306826049158,1.2411311060074186,2.6507891767968985,641.2380758787724,False,True,False
12.445659474602289,2.198532352785934,1.933646970760867,24.89213876887993,87.05378762255671,2.042329572199712,1.1921196707264219,0.550889422503822,1.3903994161530133,2.7893229279603227,0.9226162622465457,2.3014527015362995,902.1791400282422,False,True,False
12.177148636931904,3.3508180719968363,1.9199051103089362,23.618745712474738,89.74086928536818,1.6093177622894665,1.6539783719511871,0.4481597916613569,0.8232868061669099,4.128572018442218,1.2507508305753197,1.5968055108807777,619.734668143711,False,True,False
12.067513303261709,1.358943794285878,2.028096871810689,25.10704994969211,89.15003147497464,1.4139203448528517,1.2771142125794146,0.27900354495930035,1.6098990923850982,4.3992234716413545,1.2741488455394196,2.3558504217189653,702.8565980008445,False,True,False
11.775955271981188,3.855603888860056,2.0098676091069274,23.30778414251268,98.22168556180733,1.6143880510264053,1.6355498778319753,0.4712774951922045,2.042728354861592,3.132400937328212,1.346389062941506,3.4063667769337838,499.8253214654841,False,True,False
11.68987569510529,1.355642589476365,2.144155591905393,24.011561163680803,90.99239705370762,1.4372572291772499,2.2031027768149256,0.5132003729094556,1.8908645383773557,4.497078767547924,1.0929790428217636,2.0310592554898492,477.1436692505346,False,True,False
12.145604591369496,2.734159277296211,1.9704238903420304,23.063411519725356,88.80215100414836,2.2879170544621634,1.869266408941228,0.4586790025956603,0.780458169451911,2.9870043182161568,1.1943714839230712,1.5290621031832532,396.3749845379793,False,True,False
11.841569481592,1.8962759639691371,2.415254427635662,23.593845641548036,87.09575285201755,1.718262252846351,2.570713152731952,0.5698645046242801,2.251769426765146,3.2074192467016873,1.34617587279596,1.6394322565714934,627.5156518521839,False,True,False
11.87651758709447,1.4558754114219008,1.9565026137400754,20.71643945947895,94.00495429771334,1.5635613959178123,2.817130418400522,0.5211522924095703,2.24601702327811,3.1888502600029445,1.0947568192703767,2.370525890128887,433.6205616203383,False,True,False
11.726457282017952,1.2649939316353644,2.001706790450967,23.736531321076395,107.31865213988142,1.488183231400156,1.1315056693675754,0.47044418583405123,1.912523525190081,3.418780038075584,1.2484876891744578,2.7763680910521664,620.9302957635443,False,True,False
12.432457751644797,3.245440883304341,2.0268709761344423,24.6853870021625,85.61526199241695,2.669837275254518,3.3762198043064666,0.5463888056331385,1.5715163353683348,2.6695197038005167,1.2714170194514198,2.354334743555677,387.1247624043336,False,True,False
11.948618436652406,1.494813704261978,1.9513957930934112,24.04903754935605,102.2755088678388,1.4211457909623757,0.7191558507511996,0.30553437800079497,1.8310407769996404,2.60058075162083,1.1564651383993867,1.632889019976223,820.8497953099454,False,True,False
11.910620217598149,2.657668647186642,1.9757033482066493,23.97779113054376,92.65760967526334,1.6879957406907324,1.860969339666387,0.5365724799315675,1.6145053806667014,2.5572637883917326,0.8075827365509856,3.25728597006946,729.6530886841663,False,True,False
11.716870266277942,1.735619838094478,2.3808920678855636,24.87545712196639,85.36354257992384,1.9728033677153771,1.7066928650020785,0.5526559591461659,0.7104809819820811,3.1060863968609156,0.8858675959454951,3.6187406028507296,427.1807906728935,False,True,False
11.792195911674343,1.9918464826616333,2.0369766273950938,25.23097462481768,89.48147615353278,1.5255862808987226,2.4670973208788833,0.5444507249217353,0.7448883130152821,5.177030441250093,0.9079713560062446,2.0166599057204615,798.1883263520497,False,True,False
11.700932651649573,1.8886815982938083,2.3785341381620375,24.998469231928908,90.78645946199515,1.8364892446243792,2.3187823954000333,0.5432062075861801,2.3516417573103543,3.20144860374906,1.1006658464788077,2.7186824744574793,440.7546713687365,False,True,False
11.689342485697857,2.2204800565474123,1.9184493224091164,23.33676293003824,100.97945404280811,1.9594730661211053,1.0554732370433564,0.37610699665703473,1.066887465387509,3.4451400070336646,1.2583638971389668,2.381700689421884,440.9783212858384,False,True,False
12.19452256373777,2.0495579150025827,2.031435291818556,22.667768695567606,84.57628683740334,1.357510011766022,1.2294884294505612,0.4210490816152602,1.4275306367892813,3.7826289411406515,1.1126302786401463,3.1908090367821345,773.9766248272176,False,True,False
11.756312435114417,1.8854120351469188,1.9441482368863336,25.077069823298405,98.31947245258041,2.620319692855933,1.358330952748379,0.5270099486470519,2.0864729614529307,4.417311768486162,1.3152150471204749,1.9404622673494383,492.6923459307138,False,True,False
11.64840085589179,1.5882600676614758,2.165154538953208,24.107142600476934,99.13097472588639,1.41716571133884,1.8032612869365376,0.3261417968256906,0.8506386926901469,2.771980890260321,1.124575433989662,2.4085554547218773,503.18454677767136,False,True,False
12.117492848930231,1.821809752361799,2.0416200015566077,22.46690752675994,86.12033288254896,1.5097214263388286,2.010469269044009,0.4020055296574143,1.6280412774299517,3.170904087783941,1.0622994547028304,3.282285345475173,670.0351300003883,False,True,False
11.968323336504723,4.020475272054829,1.9207250791372434,24.691315767100985,87.4922944451741,1.9939050105899656,2.541605970965997,0.5297382078355292,1.0834797290936389,4.350941845611658,1.0911694408144712,3.1062038791140605,531.6697368959236,False,True,False
12.704240684547408,1.5378601171827557,2.046670711631144,22.919158463545344,87.9381973703943,1.448336714180991,1.7876675478397814,0.5626887472408367,2.0462516682256275,4.549236509775077,1.279095746986123,2.0702604418813157,888.7867807964567,False,True,False
13.493090693797884,4.565440351198152,2.547381911757034,25.213978914368973,126.39349065736309,1.947113015715288,0.8477747588029415,0.35710627930790545,0.7390322480379021,8.630403595067282,0.7323905492238606,1.5968419386315365,408.56406132714915,False,False,True
14.226464765344614,4.104092868943945,2.7167392140271236,19.012696370194995,85.95309643098383,1.4242075244983272,1.1400062086338518,0.5614089864149489,1.202838306315768,9.593351649104505,0.6491613717170491,1.6496317224098018,644.1583949018468,False,False,True
14.07807723206573,4.591291110214177,1.979183869495654,22.934260514235028,123.844631465872,1.8984938914271878,0.6750485155330609,0.5681050374984021,1.0760898328054227,9.425456856957842,0.7349308359399819,2.4417127025757788,1144.9587029834368,False,False,True
14.034262060255433,3.8573223567196013,2.4978762096448452,24.97890564648155,125.59034796130992,1.3408421846353755,1.256070579276845,0.4477933685657943,1.960025545204907,8.141772211817923,0.6974290694514618,1.6630220014796269,406.90176623022694,False,False,True
13.91092373739755,4.58366670588217,2.658031516667008,19.522392486311418,118.52624288606134,1.5038283292914105,0.7198719032968334,0.5558766751556129,2.268424916604632,9.665760944422097,0.9094996241351521,1.9937403784500818,432.24940366312904,False,False,True
13.172077554467496,4.659237761897141,2.3090757958439214,21.151378064493375,113.83817587941671,1.3908566699376654,2.0823769539076906,0.5022259311066819,1.0219780293202076,7.061596539237593,0.6165883314929269,1.657089477748716,878.6965247068822,False,False,True
12.59874067502216,4.640456456952638,2.842201024533117,17.50141451198601,124.0950379255753,1.483203483891412,0.8063042693194128,0.5010742301870152,0.7748993995645975,8.719272567201532,0.7395083255651294,1.8632869472588913,721.6658267169421,False,False,True
13.372152159260956,4.6718129282148295,2.380514814072678,21.54871971288518,109.71564485725546,1.38904795759071,1.3465606714799465,0.32840205248456944,1.013421829406283,8.92322398377938,0.7521580445899425,1.6165923855953328,570.59474011855,False,False,True
12.642396448625538,3.7224984757075426,2.4640439019020484,23.905464604241036,100.85188155217028,1.4419309630858723,0.7837351786513103,0.44470069215580366,0.9273854434312081,9.74420043609235,0.6774110126856936,1.616420782027752,782.1517110470096,False,False,True
13.771266564901444,4.390418580322518,2.403664092016601,24.646124412597906,122.53670258138547,2.611067855398418,1.5789546930452285,0.5540693572796427,1.4025681587839807,8.416108764316803,0.6327647989297334,1.9610547903542113,589.293254704324,False,False,True
14.230341442898652,3.8302119941098383,2.2465074876181474,24.607278859560815,121.98680772558437,2.1720887112434566,0.7237196849137443,0.5615605051930812,1.7251380732828459,8.576867609558395,0.6721883164303976,1.9577767301681013,1167.2753457737103,False,False,True
13.644419471233014,4.256625995504584,1.9658727321006657,21.3390092553746,120.69628846326108,1.5445007427445956,0.8469547124468716,0.4451349976873231,1.2857449261468306,9.257658375749694,0.9014652761140532,1.9066880962333612,384.3111702430679,False,False,True
13.749099888393982,4.214879705976603,2.576078071046049,22.726098667445207,109.9530202619277,2.0425297331751313,1.9948035005609897,0.509891848436275,1.2992073576901937,9.226532755283056,0.734907576391334,1.7719358120464137,549.306605880795,False,False,True
14.199746207822646,4.52713318642247,2.1007825865908885,22.955481900418953,128.91902461851527,2.1091010832093118,0.7629413732530166,0.5555738492321394,1.224888425650725,9.032706546254047,0.8785374986786337,2.423329595370043,767.0890446616052,False,False,True
12.43295453312383,3.953867532502194,2.156513700954654,24.336976017162108,119.21634936163144,1.8127652636333995,0.8804461278913096,0.5446207933946748,1.8743369065032485,9.420104560954753,0.7000714096132957,1.806581742856972,439.109074563136,False,False,True
12.949507325379528,4.2768065302539195,2.6124317732763025,24.772979478244658,113.646778687714,2.08171055560299,0.9516402068709411,0.48018327587007203,1.2427986535700022,9.521331099993255,0.8875645165292438,1.8891013557332945,579.0487143519711,False,False,True
13.642356602610267,4.491569046580125,2.0603268098643692,24.745711042160146,99.33970213985613,1.5614066535536086,1.3883013409377365,0.5037467851458789,2.121525652236117,9.73461361316973,0.7044496057382713,1.7793143671482943,1029.5890760927614,False,False,True
12.680516524084894,4.54952642522421,2.4606736310910504,20.545420985710273,125.60755278345253,1.907357193964839,1.0889449341418376,0.4296257396482974,1.7760265728839641,9.236508472691229,0.6446647766985659,1.9033881577398057,463.4947101047501,False,False,True
11.76072166394509,4.172896495306648,2.614018078052365,21.380903876357273,116.93188537421656,1.46641840239298,0.7356998320338582,0.5639613822790209,1.7977484374802195,8.990632163614372,0.7205820191696465,1.6871134356001272,847.3227176766829,False,False,True
13.621641666386811,3.3917395467527927,2.7475205383271426,22.74852606892352,100.09238778096321,2.291943621681019,0.7356324180146596,0.4839541548967855,0.9121490047088056,8.416991200627368,0.6809952625261548,1.5531606095313624,602.3477894991893,False,False,True
13.302766973691725,3.889774030221785,2.6351541687418205,24.0478659410377,128.662394538709,2.061236640222334,1.7795257336251664,0.565425949115161,0.9613804114962756,9.706517417553716,0.6635359398586993,1.5786799108600216,1237.7575706037946,False,False,True
13.54747422291292,4.301441229165064,2.207579096162269,19.628588504263398,124.69503318893966,1.4858011365151484,1.0758754894935718,0.4911583181087007,0.7554202193536489,9.266132496815448,0.9859497571909761,2.1596353411083036,473.14573220759803,False,False,True
13.713455510861454,4.085123387776567,1.941017545174937,24.55050858716526,122.86998973788391,1.6796742235123325,1.2017202812454004,0.3274567634996538,1.6636100564805214,9.192639392603224,0.7027500462566254,1.7677993902293012,619.6057909273306,False,False,True
14.064099655007489,3.652786990008334,2.7537556966095225,24.147752201836354,110.31883314358214,1.949490169450042,0.8972739521878436,0.36900264427828977,0.8812228707664972,7.345290309364122,0.6149346657519441,1.5908678768339466,583.5580345231859,False,False,True
